jeremy ben-ami,"[""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference.""]"
said on,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
"really believe.""","[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
saturday to,"[""About 3,000 delegates assembled from Saturday to Tuesday for the conference hosted by J Street, which supports a two-state solution and has frequently criticized Netanyahu.""]"
"in 2008,","[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
as shifting,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
on israel,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
the group,"[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
also said,"[""Beinart also said that Netanyahu's new right-wing government should serve as a justification for J Street to shift to the left.""]"
president barack,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
"fact, attendees","[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
(when the,"[""(When the Palestinians first took their statehood bid to the United Nations, J Street opposed the effort.)""]"
much-criticized promise,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
peace between,"[""Conference speakers said they would support the U.S. taking more aggressive steps in the wake of the election to promote peace between the Israelis and the Palestinians.""]"
obama said,"[""In a Friday interview with The Huffington Post, Obama said his administration would \""evaluate what other options are available.\""""]"
set of,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
"you, because","[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
options are,"[""In a Friday interview with The Huffington Post, Obama said his administration would \""evaluate what other options are available.\""""]"
very glad,"[""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference.""]"
featured a,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
israelis and,"[""Conference speakers said they would support the U.S. taking more aggressive steps in the wake of the election to promote peace between the Israelis and the Palestinians.""]"
advocates of,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
"""but you","[""\""But you know what?""]"
saying about,"[""\""This is a great moment for J Street, because J Street has always had to look over its right shoulder, worrying about what others are saying about it,\"" Beinart said.""]"
to take,"[""\""He is more willing to take that on if he knows that he will have people in the Jewish community behind him.\""""]"
conflicting set,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
negotiator saeb,"[""Notable speakers included White House Chief of Staff Denis McDonough and chief Palestinian negotiator Saeb Erekat.""]"
a time,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
house chief,"[""Notable speakers included White House Chief of Staff Denis McDonough and chief Palestinian negotiator Saeb Erekat.""]"
the rest,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
this effort,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
benjamin netanyahu.,"[""Now J Street is going to have to look over its left shoulder -- a lot of it is because of Benjamin Netanyahu.""]"
conflict weren't,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
"3,000 delegates","[""About 3,000 delegates assembled from Saturday to Tuesday for the conference hosted by J Street, which supports a two-state solution and has frequently criticized Netanyahu.""]"
shifting to,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
"are available.""","[""In a Friday interview with The Huffington Post, Obama said his administration would \""evaluate what other options are available.\""""]"
its left,"[""Now J Street is going to have to look over its left shoulder -- a lot of it is because of Benjamin Netanyahu.""]"
steps in,"[""Conference speakers said they would support the U.S. taking more aggressive steps in the wake of the election to promote peace between the Israelis and the Palestinians.""]"
wake of,"[""Conference speakers said they would support the U.S. taking more aggressive steps in the wake of the election to promote peace between the Israelis and the Palestinians.""]"
would never,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
discussion focused,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
the conference,"[""About 3,000 delegates assembled from Saturday to Tuesday for the conference hosted by J Street, which supports a two-state solution and has frequently criticized Netanyahu.""]"
any action,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
beinart also,"[""Beinart also said that Netanyahu's new right-wing government should serve as a justification for J Street to shift to the left.""]"
experiencing one,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
netanyahu's comments,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
may take,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
comments had,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
possibility that,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
last four,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
aggressive steps,"[""Conference speakers said they would support the U.S. taking more aggressive steps in the wake of the election to promote peace between the Israelis and the Palestinians.""]"
shoulder --,"[""Now J Street is going to have to look over its left shoulder -- a lot of it is because of Benjamin Netanyahu.""]"
"the sidelines""","[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
said his,"[""In a Friday interview with The Huffington Post, Obama said his administration would \""evaluate what other options are available.\""""]"
left shoulder,"[""Now J Street is going to have to look over its left shoulder -- a lot of it is because of Benjamin Netanyahu.""]"
the effort.),"[""(When the Palestinians first took their statehood bid to the United Nations, J Street opposed the effort.)""]"
settlement expansion.,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
is going,"[""Now J Street is going to have to look over its left shoulder -- a lot of it is because of Benjamin Netanyahu."", ""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
founding in,"[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
"left, and","[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
"presidency,"" beinart","[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
"right shoulder,","[""\""This is a great moment for J Street, because J Street has always had to look over its right shoulder, worrying about what others are saying about it,\"" Beinart said.""]"
can realistically,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
mainstream jewish,"[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
a panel,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
obama are,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
justification for,"[""Beinart also said that Netanyahu's new right-wing government should serve as a justification for J Street to shift to the left.""]"
"conflict, j","[""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference.""]"
mcdonough and,"[""Notable speakers included White House Chief of Staff Denis McDonough and chief Palestinian negotiator Saeb Erekat.""]"
of staff,"[""Notable speakers included White House Chief of Staff Denis McDonough and chief Palestinian negotiator Saeb Erekat.""]"
victory last,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
the event,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
the annual,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
administration is,"[""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference.""]"
the future,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
take at,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
israeli-palestinian conflict,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
a desired,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
the united,"[""(When the Palestinians first took their statehood bid to the United Nations, J Street opposed the effort.)""]"
state would,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
"street's left,","[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
annual j,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
from saturday,"[""About 3,000 delegates assembled from Saturday to Tuesday for the conference hosted by J Street, which supports a two-state solution and has frequently criticized Netanyahu.""]"
were college,"[""Of these, about 1,100 were college students from the organization's J Street U wing.""]"
the lowest,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
peace at,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
they would,"[""Conference speakers said they would support the U.S. taking more aggressive steps in the wake of the election to promote peace between the Israelis and the Palestinians.""]"
group has,"[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
make in,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
of liberal,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
"diverse and,","[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
the palestinians,"[""(When the Palestinians first took their statehood bid to the United Nations, J Street opposed the effort.)""]"
criticized netanyahu.,"[""About 3,000 delegates assembled from Saturday to Tuesday for the conference hosted by J Street, which supports a two-state solution and has frequently criticized Netanyahu.""]"
a security,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
are experiencing,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
no matter,"[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
start taking,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
"""this is","[""\""This is a great moment for J Street, because J Street has always had to look over its right shoulder, worrying about what others are saying about it,\"" Beinart said.""]"
minister benjamin,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
to promote,"[""Conference speakers said they would support the U.S. taking more aggressive steps in the wake of the election to promote peace between the Israelis and the Palestinians.""]"
solution to,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
future of,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
take that,"[""\""He is more willing to take that on if he knows that he will have people in the Jewish community behind him.\""""]"
potential moves,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
netanyahu's new,"[""Beinart also said that Netanyahu's new right-wing government should serve as a justification for J Street to shift to the left.""]"
important move,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
growing fastest,"[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
has ever,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
should capitalize,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
safe political,"[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
time when,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
"the u.n.,","[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
street to,"[""Beinart also said that Netanyahu's new right-wing government should serve as a justification for J Street to shift to the left."", ""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
too discouraged,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
that netanyahu's,"[""Beinart also said that Netanyahu's new right-wing government should serve as a justification for J Street to shift to the left."", ""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
to look,"[""\""This is a great moment for J Street, because J Street has always had to look over its right shoulder, worrying about what others are saying about it,\"" Beinart said."", ""Now J Street is going to have to look over its left shoulder -- a lot of it is because of Benjamin Netanyahu.""]"
said at,"[""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference.""]"
remark --,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
by j,"[""About 3,000 delegates assembled from Saturday to Tuesday for the conference hosted by J Street, which supports a two-state solution and has frequently criticized Netanyahu.""]"
he knows,"[""\""He is more willing to take that on if he knows that he will have people in the Jewish community behind him.\""""]"
parameters of,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
j street's,"[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
attendees of,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
are saying,"[""\""This is a great moment for J Street, because J Street has always had to look over its right shoulder, worrying about what others are saying about it,\"" Beinart said.""]"
energized by,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
the u.n.,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
barack obama's,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
going to,"[""Now J Street is going to have to look over its left shoulder -- a lot of it is because of Benjamin Netanyahu."", ""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
in j,"[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
delegates assembled,"[""About 3,000 delegates assembled from Saturday to Tuesday for the conference hosted by J Street, which supports a two-state solution and has frequently criticized Netanyahu.""]"
has frequently,"[""About 3,000 delegates assembled from Saturday to Tuesday for the conference hosted by J Street, which supports a two-state solution and has frequently criticized Netanyahu.""]"
opposed the,"[""(When the Palestinians first took their statehood bid to the United Nations, J Street opposed the effort.)""]"
"u.n., such","[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
"""he is","[""\""He is more willing to take that on if he knows that he will have people in the Jewish community behind him.\""""]"
palestinian negotiator,"[""Notable speakers included White House Chief of Staff Denis McDonough and chief Palestinian negotiator Saeb Erekat.""]"
"matter what,","[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
no safe,"[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
that president,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
"2008, the","[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
more aggressive,"[""Conference speakers said they would support the U.S. taking more aggressive steps in the wake of the election to promote peace between the Israelis and the Palestinians.""]"
facilitate peace,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
worrying about,"[""\""This is a great moment for J Street, because J Street has always had to look over its right shoulder, worrying about what others are saying about it,\"" Beinart said.""]"
to halt,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
the palestinians.,"[""Conference speakers said they would support the U.S. taking more aggressive steps in the wake of the election to promote peace between the Israelis and the Palestinians.""]"
has attempted,"[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
halt settlement,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
"about 1,100","[""Of these, about 1,100 were college students from the organization's J Street U wing.""]"
"street, because","[""\""This is a great moment for J Street, because J Street has always had to look over its right shoulder, worrying about what others are saying about it,\"" Beinart said."", ""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
acceptance from,"[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
"street conference,","[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
to facilitate,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
notable speakers,"[""Notable speakers included White House Chief of Staff Denis McDonough and chief Palestinian negotiator Saeb Erekat.""]"
street is,"[""Now J Street is going to have to look over its left shoulder -- a lot of it is because of Benjamin Netanyahu.""]"
organization's j,"[""Of these, about 1,100 were college students from the organization's J Street U wing.""]"
jewish establishment,"[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
-- advocates,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
